ngapak,indonesia,contributor,source_type,source_detail,notes
mogok,berhenti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
molor,tidur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
momong,mengasuh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mopoh,tidak mampu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
morat-marit,berantakan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mringis,tersenyum terlihat gigi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mrono,ke sana,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mrotol,jatuh satu-satu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mudhun,turun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mudun,turun,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mugi,semoga,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mukti,harga diri / kebanggaan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mulih,pulang,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
muluk,tinggi harapan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mumet,pusing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mumpung,selagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mundhak,naik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mundur,mundur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mung,hanya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
muni,berbunyi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
munthu,alat pelumat tradisional,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
munthul,ketela rambat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
murah,murah,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
murid,murid,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mursid,pembimbing,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
murub,menyala,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
musim,musim,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
muter,berputar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mutih,puasa putih,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mutu,mutu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
muwah,lagi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
muwun,meminta,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
mérad,pergi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
méwek,menangis tersedu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nabuh,memukul alat musik,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nangis,menangis,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
napa,apa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndelok,lihat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndeplak,asal bunyi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndeyan,mungkin,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndhisik,dulu,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndhuwur,atas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndilalah,kebetulan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndonga,berdoa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndopok,berbohong,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ndudut,menghisap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nduk,panggilan anak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nduweni,memiliki,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
negara,negara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nek,kalau,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nelangsa,kasihan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
neng,di,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngabekti,berbakti,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngabur,melarikan diri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngadeg,berdiri,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngadek,menghadap,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngadus,mandi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngaeng,aneh,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngagir,telungkup,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngajak,mengajak,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngajog,menyesal,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngalap,mengambil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngalor,ke utara,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngalor-ngidul,tidak jelas,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngamuk,mengamuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nganah,ke sana,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngandel,percaya,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngandhut,mengandung,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngandul,hamil,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nganggur,tidak bekerja,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nganggut,mengangguk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngangkat,mengangkat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngangsu,mengambil air sumur,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngantem,memukul,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nganter,mengantar,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
nganti,sampai,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngantuk,mengantuk,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngapa,kenapa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngapain,melakukan apa,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngapusi,membohongi,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngarah,mencari,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngarep,depan,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
ngaso,istirahat,project-maintainer,legacy_import,Imported from korpus_clean_final.xlsx before community workflow adoption.,
